CONTENIDO A ANALIZAR;INTENSIDAD
marico y chismoso.;4
para que importa la opinión del parchita borris. está depravación de maricones por todos lados ya da asco, sean los gay de antes, discretos, llevaban su vida, conozco varios que son felices y normales, no está jerga maricona de gestos y movimiento de mujer, mejor sea transgénico.;4
"qué mariconada !.
de escritor de novela rosa a chismoso de pacotilla .";4
quien es esa marica para opinar, la vergüenza de vzla. él p trump forever  el titán del mundo;4
y la loka de la boris con unas ganas de tener ese bolso jajajaj pero mas + nunca chusma lo tendras pobretona;4
@tonifuster #4 refugio de mediocres y de homosexuales...;4
@jcd si muy grande...mientras te bajes los pantalones y el culo en pompa.el regimen del '78 no se toca.;4
ese es una loca amargada;4
@rosyrunrun que raro que jorge javier vázquez no nos enseñe el culo;1
un hombre q se cree mujer, ,psicológicamente estará bien?;2
no me importa el fútbol, no soy hetera;1
no conozco a ningún maricón bueno.. putos amargados!;4
la era de los maricas ha comenzado.;4
hola buenas me duele la garganta... bueno primero me puede decir cuántas pollas has chupado... es para saber qué te pasa...;4
qué obsesión el paí­s con el tema trans.;1
ahora es heterocoronavirus, homocoronavirus, lesbocoronaviro, transcoronavirus, y asi sucesivamente, etc, etc, etc............etc. virus inclusivo.;1
un tio que se pinta las uñas....que se puede esperar de semejante personaje?;1
se va a llenar el gobierno de gays;3
harto de maricones, mariconadas, y mariconazos... Â¡basta ya!!!;4
que los gay hagan de su vida lo que quieran pero que se alejen de nuestros menoresÂ ;4
a la maric on a no le gustan los guardias civiles.;4
eso es mentira, a él ya le gustaban antes los rabos... y los rabinos.;1
el rabino está a dos orgias gays más de salir por una ventana usando una tuberí­a;1
eso es que se la pusieron a el por el culo y le gusto;4
y a los gays les hace heteros?;1
ay, pero que homofoba se vuelve la gente, maricón;4
maricrón;4
ahora se hace el no heterosexual;1
@borisizaguirre pobre loca barata!! tu ni en tres vidas serás Â¼ de la uña de melania trump!;4
ahh tipo pa resentido,  maricon no te digo por que es evidente,  tu crees que trump no tiene para comprarle los bolsos que ella quiere,  deja la envidia muchachita.;4
boris es un marico resentido....;4
boris que loca eres !!!;4
marica envidioso.;4
marico y chismoso.;4
"qué mariconada !.
de escritor de novela rosa a chismoso de pacotilla .";4
joder, como sois los maricomplejimes;4
@jldemarco1 #47 saquese el rabo del culo, que estas muy incomodo guarrete.;4
por maricón;4
a los gays les gustarí­a que todos los hombres fueran como ellos;3
pero que mariconzones sois por la moncloa;4
pero este no era el maricon?;4
marÂ¡co triste, resentido y frustrado por no tener vagina ni los $75k para el bolso, tí­pico de un progre...;4
Â¡otro gay ministro! está claro es por cuota no por valí­a.;3
homofobos fascistas haciendo chistes ... en 3,2,1... patéticos.;4
más fascista que musolini la transexual esa.;4
boris la envidia te carcome pendejo. será que ya te contaminaste de la basura izquierdosa española, mariquito de playa.;4
los madrileños merecéis todo lo malo que os pase por ir a votar borrachos.;4
tres marroquí­es drogan, violan y torturan con cigarrillos y cucharillas incandescentes a una joven de 19 años;1
davide...que guapeton vienes hoy....y ese culito?.....ay...como me pones, tan guapo como eres....baboso como tantos, claro que con tias como la pedroche.....a tomar pol culo....ven aqui sin bragas pedroche.;4
pero mira qué está buena la jodí­a !!!;4
este tweet huele a polla vieja;4
josé manuel soto, a diakhaby: eres un chivato y un llorón, el fútbol es cosa de hombres, todo se queda en el campo;4
esta es mala hasta para pegar un polvo, paleta provinciana.;4
que pato tan entrepito y envidioso.;4
las mujeres envidiosas por no tener un esposo q le d todp a manos llenas como el lo hace! los gay dejen lo frustrado q jamas tendran ese status de esa señora y a los hombres dinero bien ganado no robado a un pueblo ni lo matan de hambre para darle lujos a sus barraganas.;4
@borisizaguirre marica se te salió la envidia por el bolsito de la melania trump recuerda su esposo es multimillonario antes de ser presidente o sea no necesito robar no como unas amigas tuyas aquí­ en venezuela que los maridos tienen fortunas ilicitas;4
nos salio resentida social la @borisizaguirre;4
el gobierno de biden afirma ahora que planea construir los huecos que faltan en el muro fronterizo con méxico;1
@jamerodio #326 no te quepa duda de que si fuera español de pura cepa ni un sólo rojeras habrí­a dejado de repetirlo por activa y por pasiva;2
los estadounidenses tienen un problema fundacional: su cerebro, su corazón y su entrepierna se funden en un simple papel llamado one dólar. pura inconsistencia.;4
@bichoaracnido paga semanal?  hay que joderse con la que está cayendo y encima dando pagas a inmigrantes ilegales por no hacer nada.;3
a mí­ me acojonaria una cepa argentina de covid;1
yo pensé que era venezuela donde morí­a de hambre la gente, pero en este caso el panfleto no crití­ca a su gobierno corrupto. hay que tener morro.;2
así­ nos va, y nos quejamos de trump. blindaje de frontera, expulsión de inmigrantes ilegales, fuera ayudas a extranjeros. españa primero y luego lo demás.;2
@lavanguardia de que nacionalidad es la chica? lo digo porque si fuera rumana ya lo habrí­ais dicho, como una noticia reciente.;2
hay q actuar contra este tipo de escoria tenga la edad q tenga, aunq sean nenores, claro. da igual. escoria. y para los progres y/o preocupados por la nacionalidad, si son españoles a centro de menores y si son extranjeros, aún nacionalizados, a su puñetero pais...del tirón.;3
pobre mujer. q vida mas miserable lleva y ha tenido q pasar. eso le vas a regalar a tus hijos, si tienes? de verdad no se puede echar a esta gente de españa y dejar su comunidad autónoma española libre de este virus? q gentuza más dañina. como destrozan la vida a la gente de bien;3
¿si fuera mestizo hubiese dicho el mestizo? jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja;2
y este latino usanombre gringo..jajaja;2
lo tienes fácilâ€¦. vete a venezuela o a corea del norteâ€¦.;1
los ingleses siempre han sido piratas y nunca han dejado de serlo.;2
@jjtop #79 1) los españoles emigraron en masa los que se fueron y no los que quedaron. 2) los españoles que emigraron no solo lo hicieron en la época de franco lo hicieron antes, durante, después, lo estan haciendo ahora y lo seguirán haciendo. 3)¿por qué no explica la razón económica y social de porqué los españoles emigran?. no me vale las ñoñerí­as de que van buscando un futuro mejor, verdades a medias y chorradas sentimentaleras.;1
@jjtop #79 emigrantes con permiso de trabajo, no emigrantes ilegales. hay una pequeña diferencia que solo los necios no quieren ver.;2
@jjtop #79. a que fueron tus padres a francia a robar, a vender calcetines en el top manta, a delinquir, a acosar o a integrarse en la cultura francesa? se apropiaron de lo primero que pillaron del ajeno como dices?;4
@kinov #39 porque les debemos dejar venir?conllevan algún beneficio?vengan con contrato como se fueron nuestros abuelos,,no trabajan y viven del estado,de nuestros impuestos;2
con que derecho el gobierno permite esta invasion, sobretodo de los paí­ses musulmanes? los españoles tenemos derecho a caminar por nuestras calles sin pensar que estos fanáticos terroristas y delincuentes amenacen nuestra salud. ahora es la permisividad de dejar entrar a esta basura incluso con el alto riesgo de estar contagiados. y los dejan sueltos para que vayan contagiandonos.;4
deportaciones masivas ya!;2
después de 140 comentarios. lo patético es que a unos cuantos indeseables les importa un m. la muerte de este ciudadano( por español, por policí­a, o ambos). pero si la noticia hubiera sido que un inmigrante africano muere por imprudencia o dejación de funciones de un policí­a, estarí­an aquí­ ladrando como perros rabiosos. esa es la diferencia entre la chusma y el resto. no hace falta ser un patriota, solo un ciudadano normal de un paí­s cualquiera.;4
en cualquier paí­s del mundo existe un control de fronteras y una estricta ley de inmigración que entre otras cosas normalmente exige un permiso de trabajo. españa es un coladero de inmigración ilegal con participación de mafias y ong que pagamos todos y que nadie está dispuesto a detener. esto no es una cuestión de xenofobia, es una cuestión de supervivencia. de nuestra supervivencia, que parece que al gobierno le importa un carajo.;3
este ya roza lo grotesco. por favor, que pare la inmigración ilegal. solo trae problemas y más problemas. estamos hartos de progres, de buenrollistas y demás calaña que lo único que pretende es el mal. a nadie de todos estos les preocupa la vida de un policí­a . que asco da este paí­s, es increí­ble!;4
esto da prueba de que el gobierno nos mete ilegales para matarnos.;3
esto es lo que sucede cuando este gobierno permite que nos invandan miles de africanos, muchos de los cuales vienen cargaditos de covid. se les deja entrar sin papeles, se les aloja en hoteles y hace pcr gratis, que ya se las pagamos los que trabajamos. a estos ilegales no les falta de nada, mientras muchos españoles pasan penurias. ¿dónde se ha visto que se trate mejor a un inmigrante ilegal que a un español??? Â¡habrá que mirar primero por los de casa, digo yo!!! menudo progreso de pacotilla... descanse en paz el policí­a. en primera lí­nea poní­a yo a sánchez y a sus ministros.;3
esto sólo pasa en españa , con la pandemia encima ,anunciandonos más restrisciones....marlaska sigue dejando entrar a todos los inmigrantes que llegan sin control . el gobierno es responsable de nuestra seguridad y de nuestra salud ... fuera ya este desgobierno , carcel !!!!;3
hay que darle las gracias a marlaska, culpable de la muerte de este policí­a por permitir y promover la inmigración irregular a canarias, que fácil juegan con la vida de los demás por intereses polí­ticos;3
otra ví­ctima de la polí­tica migratoria del desgobierno.;3
@gaizkaub27 #5 lo que te estamos diciendo es que la mayorí­a de casos es de la purria de extranjeros que nos han llegado con unas culturas mucho más machistas, y nos los tenemos que comer con patatas, no digo que no haya maltratadores españoles pero vamos la mayorí­a son extranjeros.;2
@gaizkaub27 #5 perdone pero estos salvajes ya vienen educados en sus costumbres.;2
hace dos dias rumanos y estos de hoy colombianos, luego las estadisticas diran que los malos somos los españoles.;2
@chukycheca #66 ya hay fotos en internet del energúmeno éste al que habrí­a que colgar de una grúa, es más negro que los coj...de un grillo, español de cuenca de toda la vida, vamos. nacionalicemos a toda la morralla de la pení­nsula para que progres como tú os quedeis tranquilos.;2
@chukycheca #66, no es por mal meter, pero el que sea español, lo único que quiere decir es que tiene dni, emilio vargas llosa también es español...;2
@nosfelicespocos #27 ya te lo digo yo, marroqui con nacionalidad española, con un historial para empapelar una mansión. pero como no es español de pura cepa, pues andaba suelto a la espera de ingreso en prisión.;3
tenemos que votar un partido que defienda a los españoles y a su casa, españa no puede tener un millón de marroquí­ ilegales acampando y saltándose todas las leyes, este pájaro ha hecho lo que hacen los talibanes arrojar acido sobre dos mujeres españoles, cuando lo cojan deberí­an ponerle cadena perpetua revisable. necesitamos un partido sin complejo, estamos harto ya de los que han favorecido la emigración psoe y pp. basta ya de regalar dni a los marroquí­. el único partido que habla clarito, con sentido común es vox, emigrantes ilegales a marruecos, clarito y alto y sin complejo.;2
@juanjeufv #135 lamentablemente, este desecho humano será incluido en las estadí­sticas como agresor machista español. si apuntasen origen, etnia y religión en esas estadí­sticas de soros, otro gallo cantarí­a.;3
@mardiazhakaev #189 uno de tus hijos tiene otra raza y es español? pero bien que supiste concebirlo con alguien de otra raza que no era español....;1
@pere89 #61 uy por dios, ya salí­o el progre blandito...eso o es que eres inmigrante, claro.;3
@roque_cachamuina #176 con ilegalizar la ideologí­a totalitaria esa a que vd. se refiere, asunto arreglado. por otro lado ... los turcos tienen un trocito de su estado en europa desde bastante después de que existiera ceuta ... que empiecen los moros replegando por allí­ y ya se verí­a ...;1
¿donde está la meme-stra cajera de igualda cuando es inmigrante? inmigrantes primero, mujeres después con el desgobierno del psoe de sanchez y u. desaparecemos, a ver si despiertan de una vez.;2
andalucia catalunia es asqueroso como se ha llenado de toda esta gentuza, expulsion ya!!!!!;4
deportación extranjeros q cometan delitos, españoles cumplimiento í­ntegro de condenas, ya está bien de gentuza suelta con derechos. los derechos para los q pagamos impuestos.;3
otro que nos viene a pagar las pensiones del futuro y trae modas de un pais del tercer mundo (irene montero no dice nada)..;3
si es de mesilla es español aunque nos pese...me da igual su nacionalidad es un grandí¬simo hp;4
otro mas que nos llego sin pedir permiso,dispuesto a pagar pensiones.;2
eso de que entre aquí­ toda clase de inmigrantes sin saber quienes son, traen estas consecuencias. no lo entiendo.;2
esto es lo que hay cada vez mas: chusma, chusma y chusma. pero el paí­s es todo progreso.... verdad pedro i el fraude ?;4
si,chusma,chusma, de lo peor de todo ¿y qué hací­a una de las agredidas de novia con este elemento?;4
todos a un contenedor.... alta mar...y hundirlos.....y a todas sus familias fuera del pais;5
un gran hijo de...... que deberí­a pagar con su propia moneda. como estarí­a el padre de sandra si estuviera vivo querí­a a su hija como un buen padre. estas amenazas no se deben de dejar pasar si en nochebuena estuvo metido en el coche haciendo guardia en el domicilio de ella. como me hubiera alegrado si cuando lo tirotearon en la costa lo hubieran alcanzado. la nacionalidad en españa se regala, el hospital de melilla es el hospital de la caridad de marruecos. señores gobernantes de mis impuestos no.;3
@silverita #8 exacto, si el monstruo de las niñas de alcácer cumplió pocos años, y está en la calle, okupando una casa, y no pasa nada, éste, que desfiguró a las jóvenes, pero no las mató, y es negro, pronto estará en la calle y con una pensión. lo de europa, con relación al menosprecio a las ví­ctimas y la empatí­a con el delincuente, es algo que da ganas de llorar.;2
yinara y chiara luna. ¿se puede ser más ridí­culo, choni y hortera? no sé si son sudamericanos, pero al final vamos a acabar haciéndolo como ellos y nos vamos a inventar nombres (o peor aún, copiar nombres de marcas comerciales. el próximo niño, que se llame moulinex). o yo me estoy haciendo viejo, o este paí­s está en decadencia (no solo por esto de los nombres. esto es lo de menos, pero unido a las preocupaciones morales y preferencias de la sociedad hoy dí­a, no veo un gran futuro a este idiotizado mundo);3
¿sabemos ya la nacionalidad de los agresores o hay que imaginarsela?;1
importamos tercermundismo, tenemos tercermundismo;1
yo aporto dinero de mi bolsillo para que estos despojos se vayan a su pais;2
han venido a pagarnos las pensiones y a enriquecernos con su cultura.;3
por una españa libre de catalanes.;1
@pandereta #72 la solución que se larguen. por una españa libre de catalanes, es mi paí­s el que da un golpe de estado lo paga, tejero, el gordito y su ralea.;1
fuera catalanes de españa.;4
@only_me #110 y si no eres español, que coñ..o haces en un foro español y en español. mira que sois desagradables tu y toda tu ralea ¿porqué crees que queremos echar a los catalanes?;4
@only_me #117 no simplemente, si el extranjero solo sabe insultarnos, yo me c. en s. y punto. ten presente que solo consigues desprecio para la gente que pretendes defender tu y los tuyos estáis consiguiendo que a los catalanes no se les pueda ver, oler, sentir tocar. son gente eso, mala gente. por una españa libre de catalanes, sus productos, sus empresas, sus negocios, sus xarnegos, sus aculturados y demás gente. fuera catalanes de españa. sois hasta mal educados que os den...;4
"@pelagatos2020 #75 no rozan la xenofobia; es un absoluto xonófobo, totalitario y egocéntrico. vamos, un regalito que decimos en el resto de españa, pero con su pan tumaca se lo coma.";1
ratas asqueroras. y ahora me lo censuráis. viva españa!;4
golpistas, sediciosos, prevaricadores, supremacistas, corruptos, desleales y chantajistas. el oasis catalán.;4
por una españa libre de catalanes.;2
peruanos tení­an que ser xd;3
cierren fronteras idiotas.;4
"¿por qué si es importante decir su edad, no es igual de importante decir su nacionalidad? 
se puede estigmatizar a los veinteañeros?";1
@jmdelalamo los únicos tontos los #spañoles que tenemos las fronteras abiertas para todos, hasta portugal nos da lecciones;4
"esta es la escoria humana que entra ilegalmente en españa cada dí­a...

enhorabuena a los gilipollas que defienden esto y lo han hecho posible.";4
stop inmigración ilegal;1
no se por que no están ya en su paí­s, si vienen a trabajar o estudiar, perfecto, si no, para casa.;2
china está por todos lados ...dentro de nuestros paí­ses...manejando nuestra economí­a..;2
son inmigrantes ilegales;1
menudos cachondos los chinos, representan 1/6 de la población mundial, la cual todaví­a sobrevive bajo una dictadura oligarca y se creen con la potestad de criticar a occidente. tenemos lo que nos merecemos;2
a la puta calle, ya están tardando en mandarlos a su paí­s;4
putos chinos.;4
@lavanguardia tercermundista!;2
fuckin marroquí­es;4
@jckdaniels18 un ex terrorista  uruguayo y lastimosamente presidente en algún momento,  le dijo a los argentinos  que si querí­an las malvinas, las poblaran de argentinos.  eso están haciendo los yihadistas con europa.;2
argentino chulo y catalanes gilipollas;4
"qué no son inmigrantes!!!
son ilegales !!!!";3
no teneis verguenza abc ni respeto por los familiares del policia, no podeis vincular el covi a la inmigración,;3
y es cubano-estadounidense, oh my god!;2
pues vete a tu paí­s, guspo;1
fuera de españa josdeputaaaa.;4
hola beatriz, ¿los simpapeles son esos que se marchan sin pagar?;3
yo no puedo salir de mi comarca pero hasta aquí­ pueden llegar 800 zarrapastrosos de todos los rincones de europa, montar un fiestón y que prácticamente no les pase nada, por que si no son de aquí­ estoy seguro que no tienen ninguna intención de pagar las multas y tampoco se les va a poder embargar.;4
"gran
parte de la heroí­naÂ que se consume en barcelona, llega en maletas de
ciudadanos de origen pakistaní­.Â 
â€œelperiodico.com/es/sociedad/20200411/el-coronavirus-detiene-el-narcotrafico-almacenes-llenos-de-marihuana-y-vacios-de-cocaina-y-heroina-7924822â€";3
que asco de gente esos americanos;4
se han vuelto locos estos putos yankis.....?;4
putos yankees;4
@quetemuevas pues, vergüenza es lo que les debiera de dar que alguien diga lo que debieran estar diciendo ellos, honrando a sus familiares exilados, y evitando así­ que otras personas sigan viéndose en la misma situación. Â¡lo que hacen algunos por por olvidar los orí­genes ilegales!;1
estos judí­os nunca dejarán de sorprendernos;2
lo normal serí­a deportar a cualquier inmigrante que delinca, bastante tenemos con los autóctonos. los menores que se lleven a sus paí­ses o al punto de dónde salen para q vuelvan a sus casas. deporten a los inmigrantes ya, no permitan que invadan canarias.;3
basura árabe;3
"@sofiyou56 â€”el mundo al revés 
hoy parece que es más delito llamar â€œsudaca de mierdaâ€ que ser delincuente polí­tico o fanático terrorista .
la busca y captura, yo pensaba, que se hací­a para los asesinos en serie.";1
pues muy bien. a la mierda los chinos.;4
jo!! aguantas a los violadores españoles ya da asco, como para encima tener que aguantar a los violadores extranjeros.;1
es poco hombre el racista porq ataca a las mujeres,q lo pongan en prisión rodeado de sudamericanos xachad para ver si actúa igual..;2
español que no sea saqueador y racista no es español.;2
así­ es en el mundo entero. ......todos los gringos son iguales.;3
por si no tuviéramos locos bastantes de origen autóctono, estamos importando muchos locos de otras latitudes...;1
malditos chinos.... malditos y malnacidos.;4
un hombre? porque no informáis que su procedencia es marroquí­?. a los de la manada los identificáis hasta por la marca de calzoncillos;3
a los invasores se los expulsa, no se les mete dentro;1
los que faltaban, los otros trogloditas catetos del norte.;4
deben de pudrirse en la cárcel,  que los manden a su tierra, fuera de españa;5
a sus putos paí­ses, sencillo.;5
@pensionista66 #10 - ya que el actual gobierno de españa tiene chochera por la inmigración ilegal analfabeta de magrebí­es (argelinos, marroquí­es y sus 'menas' y tunecinos), subsaharianos y otras etnias africanas - que los enví­en a poblar la españa vaciada.;4
"otro esquizofrenico... además el ciclista no toca a la mujer, es ella quien le toca a él.
alguien sabe la nacionalidad del agresor?";2
si fuese vascos y catalanes ni se les ocurrirí­a;1
no serí­a caravana de migrantes????;1
que los â€œchinosâ€ iban a acabar dándonos por el culo se veí­a venir...;4
los cinco cobardes que agredieron al pobre muchacho son menas,a ver si los medios difunden las nacionalidades de ellos,ya esta bien de que se rian esta gentuza en nuestra cara... hay que empezar a aplicar el ojo por ojo y diente por diente... basta ya de buenismo... esto no es racismo es realismo,vienen a delinquir y a crear odio;4
nacionalidad del asesino?;1
deportación ya;1
que se esperaba que vinieran hermanitas de la caridad en pateraâ€¦ sin control algunoâ€¦ aqui tienen un chollo en este paí­s, con dirigentes que no hacen nada y abren las puertas a todos los ilegalesâ€¦;2
el virus chino no manipuléis;1
es que este gobierno prefiere a los mafiosos chinos.!;4
venga que siga viniendo esta gentuza en pateras !!!! todos a su p***paí­s! ya;4
en china son igual de transparentes que el gobierno del #fraudillo;1
claro estos hp chinos nos jodieron.;4
a ver qué dice ahora el ministro del interior con tanto salvoconducto como dio para meter gentuza en la pení­nsula;4
seguid comprando productos chinos....boicot!!!;1
los hijos de puta de la yihad esta vez también acabaron detenidos. otros pasarán en una puta patera y sembrarán europa de muerte. a todos los que defienden la inmigración ilegal habí­a que soltarlos en el puto sahara a disfrutar de los beduinos;4
habéis importando la polí­tica de latinoamérica y a media latinoamérica. no se que esperabais;1
estoy hasta el moño de las etnias que tienen siempre justificación para delinquir, robar, saquearon, trapichear... hasta el moño;3
madre mí­a  nos esperan unos años que uffff, nada más pensarlo ya da pavor  , china a los mandos.;1
a los violentos inmigrantes les tapais la cara, a los españoles les sacais hasta el color del boton.;2
esta es la mierda que está entrando en el paí­s, y algunos partidos polí­ticos no les importa;4
si expulsáramos de por vida a todos los que vienen a delinquir ya verás como se lo pensaban;1
pues para marruecos q allí­ la policí­a sabe q hacer.;2
que vergüenza de paí­s y de gobierno !!! que@los@deporten a todos a su paí­s de origen !!!!;4
se mudaron los indios vendidos;2
estoy harto de estas pandas de hdp y de los q fomentan su llegada y pagan por ello, acoger si, pero con control y seguimiento, al q no se integre patada al culo y a su paí­s.;4
otro caso aislado marroquí­.;1
los emigrantes ilegales se quejan de lo mal que se les trata en los campos de refugiados. yo propongo que se les entregue el cayuco en el vinieron por si quieren retornar;3
malditos chinos.... malditos y malnacidos.;4
putos chinos;4
q cierren y desaparezcan..ingleses de mierd@;4
prefiero chinos a marroquies;1
que deporten a todos los ilegales de la cañada y que desmantelen el negocio a los narcos;3
tercermundista y me quedo corto;1
vete a venezuela, anda.;1
¿es español de origen o nacionalizado español?;1
deportación de ilegales ya;1
otra joyita extranjera;1
refuerzos para la expulsión inmediata de esa gentuza.;4
a que no dicen de que nacionalidad es el asesino;4
y gastandose 16 millones para pagar los hoteles de 5* a estos inmigrantes?????? dentro de poco espapa sera de africaÂ¡Â¡Â¡Â¡Â¡Â¡Â¡Â¡;1
@onzatroy #132 los catalanes parasitan a españa.;4
@aliash9kqa será su opinión......otro que quiere imponer su verdad....más que catalan,pareces polaco;2
catalanes renegados!!,Â  pueblo de locos, en cuanto no se salen con la suya se vuelven bestias taradas;4
y mercenarios rusos;3
@sparta no te enfades ser de raza superior gallego;2
@sparta menos mal que hay gente de raza superior gallega como tu que nos iluminas el camino racista y misógino;4
@sparta normal todos somos retrasados ante un gallego de raza superior;4
@spartaÂ @aitor tilla jajajajjajaja no encontraras ese comentario mio ,yo no he dicho absolutamente nada de eso retrasado gallego de raza superior , si es asi ponlo retrasado;2
@spartaÂ @aitor tilla jajajajjajajajja no te enfades gallego de raza superior;2
@spartaÂ @aitor tilla ya se rien de ti todos x racista y por gallego de raza superior;2
os dejo con el racista y misógino gallego de raza superior los pobres como yo tenemos que trabajar no como el racista de sparta que es prácticamente millonario gracias a ser un ser de raza superior;3
racista, gallego, raza superior, zanguango.no lo sacas de esos cuatro términosya bastante hace el pobre;2
@cromañon y en venezuela no tendrí­as ni para limpiarte el culo.;4
españistán;2
putos chinos;4
nacionalidad?;1
que se joda , por golpista. un hijo de inmigrantes casado con una inmigrante que odia los inmigrantes . lo que se tome este en el desayuno no lo anuncian en la tele .;4
gracias china!!.;1
casi casi como españistán;2
no le van a perdonar que es argentino / sudaca / extranjero ...;4
nacionalidad?;1
"libertad vigilada. lo de siempre para inmigrantes.

si llegan a ser blancos los agresores los hubieran encerrado.";2
no era uno, eran tres. moros mazorkos y gentuza en definitiva, que esta misma noche debiera estar ya fuera de territorio español.;4
todo lo peor nos viene de china últimamente.;2
"el moro de la correa, más bien. 

no está mal de la cabeza, está mal de la cultura.";1
"pues eso, que entra de todo y sin control.
#stopinmigracionilegal
#inmigracion";1
@lavanguardia varios chicos inmigrantes musulmanes. se hos ha caí­do medio titular, lacayos...;4
los q hemos viajado a china solo podemos hacer una cosa, reirte!;1
como siempre inmigrantes de primera y de segunda. no digo que no me alegre por él pero james ponte a la cola.;1
expulsión, a su puto paí­s;4
@lavanguardia pinga , dios aléjame de esos argentinos!!! matan gente!!;4
vaya qué raro!!! son extranjeros!!!;1
llévate contigo a los inmigrantes ilegales...a todos;1
los únicos que no an salido perdiendo en todo esto an sido los chinos,sabian lo que hací­an desde el principio,les a salido  bien la jugada;2
pues sinceramente. que se vaya a su paí­s;1
los chinos otra vez dando por culo.....literal.;4
por qué no dicen la nacionalidad?;1
no son inmigrantes sino delicuentes;4
chinos hijos de putas;4
"china no es un ejemplo que se pudiera tomar, allí­ no hay libertad; y aunque suene cursi, algo tan importante como eso, se lo considera cuando falta. cómo dicen, nadie se pregunta cómo puede ser que esté todo controlado? fake total";1
chinos del orto;4
chinos hijos de puta;4
chinos hijos de puta, le deben al mundo todos los muertos de esta pandemia!;4
putos chinos.;4
boris es un vulgar paleto que tuvo que imigrar por que en venezuela no lo querí­an ni los chinches.!!;4
cuanta envidia tercermundista y acomplejados. trump era multimillonario desde antes de ser presidente. los diseñadores internacionales se peleaban por que melania usará sus diseños. ya dejen  la envidia y vayan a besarle los pies a biden.;4
@borisizaguirre la misma vulgaridad arrogante que te acompaña a ti. solo que con un toque tercermundista.;4
su marido es millonario! y puede usar sin ocultar lo que desee a diferencia  las ladronas venezolanas  que viven en españa por que no  criticas a esaa ratas ,o te da envidea por que tu marido no puede darte esos lujos ?;4
nacionalidad de los padres de la agresora?;1
pateras al carajoÂ¡nos quitan el trabajo!tí­o, si alguien sin formación, papeles ni contactos y que no habla el idioma te quita el empleo...*igual eres tú el que no vale un carajo*;4
a canarias no vayan. vayanse a italia.;1
cada 10 hombres jóvenes y sanos suele venir una mujer embarazada y justito a punto de dar a luz. me hace gracia los que intentan convencernos que es porque los traficantes son muy malos y las violan... entre el sexo y el parto pasan 9 meses y todas se suben a la patera justito, justito la última semana.;3
cada tanto tienen que tirar una patera al mar con mujeres para poder decir que llegan mujeres y niños cuando es mentira. lo que esta llegando a arguineguin son de marruecos, hombres jovenes en edad militar y que tenemos alojados en hoteles en canarias a cuerpo de rey con el dinero de todos los españoles y que estamos recogiendolos casi en sus costas y trasladandolos a canarias. una verguenza lo que esta pasando en canarias y mas cuando intentan blanquearlo con historietas como esta.;3
cada vez los van a buscar mas lejos... dentro de poco ya los recogen en su tribu y los llevan a los hoteles de 5 estrellas;2
cuando ya la gente se estaba dando cuenta de que casi todos los que llegan en patera a canarias son muchachotes fornidos menores de 30, nos llega una patera cargada de mujeres y niños..... casualidad? y se difunde a bombo y platillo el trauma de una niña que ha perdido al hermano en alta mar..... casualidad? abrid los ojos, están traficando con personas a su antojo, mandando en patera a quien les interesa.;3
si no incentivasen entrar a españa, igual se evitaban muchas muertes....;1
chino cochino, bien lejos...;4
ya está china otra vez con su campaña de echar la culpa a los congelados., pues no cuela, todos sabemos el virus chino surgió en wuhan.;3
aquello se va a llenar de negros, moros y gitanos, que son los que tienen hijos en españistan.Â ;2
china tiene comprado estados unidos y a sus congresistas.;3
nacionalidad de los inmigrantes?Â ;1
este tipo de inmigración crea odiocrea odio..!!... y esta es la única verdad!!!;1
nacionalidad del delincuente???cuando no lo dicen.... se supone.;1
los catalanes están hablando en inglés.;1
si, los borrachos ingleses y alemanes...;2
los gitanos ahora son como residuos radiactivos: ni se les nombra. cosa de magia.;4
la mexicanizacion de españa ha resultado todo un exito. Â superamos a mexico d.f., una de las capitales mas peligrosas del mundo! Â felicidades! Â ;3
estos de vox... españoles tení­an que ser!;1
deportacion masiva de inmigrantes;1
de los inmigrantes en canarias que distribuye a tu antojo y a escondida por la peninsula contagiando ¿no dice nada sinverguenza?;1
a ver si carolina ahora soluciona la inmigración de su tierra.... que falta hace.;1
echaremos a los invasores, tampoco es xenófobo el tipo, que va;1
@lemmingÂ @malcolmÂ·ñ los catalanes se lo tragan todo ..asi que a saber.;1
@loquito.Â @carioca(entre paréntesis) no eran chinos, les poní­an tiritas en las sienes.;1
hola, españolitos por desgracia.;4
@addahrah dejad de manipular a la gente, y decid la nacionalidad.;1
bienvenidos los de las pateras!!!;1
hahahahaha la chiki, menuda gitana es;1
ahora que ya consiguió la nacionalidad insultando a media españa, ya puede dedicarse a vivir de la paguita y demás subvenciones;1
cientí­ficos chinos????;1
si no veis que el gran cancer del mundo actual es china, es que estáis ciegos;4
pues él también parece sudaca.;4
@robertomarin101 tienen que estar con sus familias en sus paí­ses de orí­gen y no encerrados a cargo de un gobierno extranjero;1
@blancaytal gripe. virus chino;1
@blancaytal cepa británica se puede decir y virus chino no? no me jodas.;1
eso lo vamos a pagar nosotros, los no catalanes.;1
deportación ya!;1
pues muy catalana no se ve ni siquiera española;1
hay que tapar las vergüenzas del brexit con el virus chino;2
deportación a su paí­s ya;1
